Date,Hour,Rentals_Count,Temperature_C,Humidity_pct,Wind_Speed_ms,Visibility_m,Solar_Radiation_MJm2,Rainfall_mm,Season,Holiday,Functioning_Day,Library_Branch,Top_Category,Membership_Type,Day_of_Week,Month,Day,Is_Peak_Hour,Temperature_Bin,Is_Weekend
2023-04-04,12,68.0,30.1,61.0,1.6,1101.0,0.74,0.0,Spring,No,Yes,Downtown Central,Technology,Regular,Tuesday,4,4,0,Warm,0
2023-04-04,14,36.0,29.6,47.1,2.1,1589.0,2.17,0.0,Spring,No,Yes,Corniche Kiosk,Technology,Premium,Tuesday,4,4,0,Warm,0
2023-04-04,15,30.0,28.8,46.9,1.5,957.0,1.085,0.0,Spring,No,Yes,Corniche Kiosk,Science,Regular,Tuesday,4,4,0,Warm,0
2023-04-04,16,74.0,30.9,36.8,3.6,1399.0,0.17,0.0,Spring,No,Yes,Al Rawdah Branch,History,Premium,Tuesday,4,4,1,Warm,0
2023-04-04,18,67.0,27.0,57.6,2.8,1673.0,2.03,0.0,Spring,No,Yes,Al Rawdah Branch,History,Regular,Tuesday,4,4,1,Warm,0
2023-04-04,20,55.0,23.8,52.9,2.0,1537.0,0.0,0.0,Spring,No,Yes,Downtown Central,Business,Walk-In,Tuesday,4,4,0,Cool,0
2023-04-04,21,43.0,23.7,60.8,1.5,883.0,0.0,0.0,Spring,No,Yes,University Branch,Business,Regular,Tuesday,4,4,0,Cool,0
2023-04-05,8,88.0,25.6,51.1,4.7,1636.0,3.06,0.0,Spring,No,Yes,Downtown Central,History,Student,Wednesday,4,5,0,Warm,0
2023-04-05,11,95.0,28.0,49.0,4.4,849.0,0.34,0.0,Spring,No,Yes,Downtown Central,Arabic Literature,Premium,Wednesday,4,5,1,Warm,0
2023-04-05,13,82.0,29.3,67.4,7.8,1112.0,1.54,0.0,Spring,No,Yes,University Branch,Science,Student,Wednesday,4,5,0,Warm,0
2023-04-05,15,49.0,30.3,73.0,6.1,1851.0,2.49,0.0,Spring,No,Yes,Al Rawdah Branch,Children,Regular,Wednesday,4,5,0,Warm,0
2023-04-05,19,43.0,27.9,65.4,2.7,1214.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,Business,Student,Wednesday,4,5,1,Warm,0
2023-04-05,21,45.0,25.5,41.0,4.8,1644.0,0.0,0.0,Spring,No,Yes,University Branch,Business,Nan,Wednesday,4,5,0,Warm,0
2023-04-05,22,24.0,25.4,54.4,1.4,1781.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,History,Student,Wednesday,4,5,0,Warm,0
2023-04-06,8,37.0,32.2,45.5,1.6,1546.0,2.67,0.0,Spring,No,Yes,Corniche Kiosk,History,Premium,Thursday,4,6,0,Warm,0
2023-04-06,10,85.0,33.5,38.8,1.0,1138.0,0.95,0.0,Nan,No,Yes,University Branch,Arabic Literature,Premium,Thursday,4,6,1,Warm,0
2023-04-06,12,34.0,35.4,55.5,6.6,1459.0,0.13,0.0,Spring,No,Yes,Corniche Kiosk,Fiction,Student,Thursday,4,6,0,Hot,0
2023-04-06,13,57.0,36.8,52.1,6.0,1426.0,2.32,0.0,Spring,No,Yes,Downtown Central,Business,Regular,Thursday,4,6,0,Hot,0
2023-04-06,14,58.0,36.2,67.1,2.6,1265.0,1.085,0.0,Spring,No,Yes,University Branch,Children,Regular,Thursday,4,6,0,Hot,0
2023-04-06,15,50.0,36.7,60.2,5.3,1773.0,2.49,0.0,Spring,No,Yes,Al Rawdah Branch,Children,Premium,Thursday,4,6,0,Hot,0
2023-04-06,16,43.0,34.8,56.7,4.2,1696.0,1.085,0.0,Spring,No,Yes,Corniche Kiosk,Technology,Student,Thursday,4,6,1,Warm,0
2023-04-06,17,45.0,31.4,65.7,6.7,1595.0,3.45,0.0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Regular,Thursday,4,6,1,Warm,0
2023-04-06,22,44.0,29.3,60.2,1.7,1789.0,0.0,0.0,Spring,No,Yes,Al Rawdah Branch,Arabic Literature,Premium,Thursday,4,6,0,Warm,0
2023-04-07,8,43.0,29.6,36.4,3.5,1473.0,2.51,0.0,Spring,Yes,Yes,University Branch,Children,Walk-In,Friday,4,7,0,Warm,1
2023-04-07,9,37.0,29.9,55.8,6.9,1615.0,0.84,0.0,Spring,Yes,Yes,Al Rawdah Branch,Non-Fiction,Walk-In,Friday,4,7,1,Warm,1
2023-04-07,10,52.0,30.8,60.8,1.1,1600.0,1.32,0.4,Spring,Yes,Yes,Downtown Central,Children,Premium,Friday,4,7,1,Warm,1
2023-04-07,14,15.0,34.0,44.5,0.9,845.0,0.18,0.0,Spring,Yes,Yes,Corniche Kiosk,History,Regular,Friday,4,7,0,Warm,1
2023-04-07,19,40.0,32.6,39.4,2.2,1332.0,0.0,0.0,Spring,Yes,Yes,Al Rawdah Branch,Arabic Literature,Walk-In,Friday,4,7,1,Warm,1
2023-04-07,20,37.0,30.9,60.2,2.2,1992.0,0.0,0.0,Spring,Yes,Yes,Downtown Central,Fiction,Premium,Friday,4,7,0,Warm,1
2023-04-07,21,23.0,29.6,71.7,6.2,925.0,0.0,0.0,Spring,Yes,Yes,University Branch,Business,Regular,Friday,4,7,0,Warm,1
2023-04-07,22,14.0,28.9,69.1,1.7,1310.0,0.0,0.0,Spring,Yes,Yes,Corniche Kiosk,Fiction,Student,Friday,4,7,0,Warm,1
2023-04-08,8,48.0,27.3,36.8,5.8,1922.0,0.44,0.0,Spring,No,Yes,University Branch,Children,Walk-In,Saturday,4,8,0,Warm,1
2023-04-08,11,27.0,31.2,62.1,5.0,1114.0,2.08,0.0,Spring,No,Yes,Corniche Kiosk,Business,Walk-In,Saturday,4,8,1,Warm,1
2023-04-08,12,48.0,33.5,61.0,8.0,994.0,2.98,0.0,Spring,No,Yes,Al Rawdah Branch,Non-Fiction,Regular,Saturday,4,8,0,Warm,1
2023-04-08,13,40.0,34.6,67.2,5.7,1192.0,3.09,0.0,Spring,No,Yes,Al Hamra Branch,Technology,Walk-In,Saturday,4,8,0,Warm,1
2023-04-08,14,37.0,33.9,62.0,3.2,1849.0,0.7,0.0,Spring,No,Yes,Al Hamra Branch,History,Premium,Saturday,4,8,0,Warm,1
2023-04-08,15,58.0,33.6,52.5,7.4,1881.0,1.02,0.0,Spring,No,Yes,University Branch,History,Premium,Saturday,4,8,0,Warm,1
2023-04-08,16,67.0,32.4,43.6,7.9,1524.0,0.69,2.3,Spring,No,Yes,Al Rawdah Branch,Business,Student,Saturday,4,8,1,Warm,1
2023-04-08,19,72.0,31.2,48.9,5.4,1951.0,0.0,0.0,Spring,No,Yes,Al Rawdah Branch,Children,Student,Saturday,4,8,1,Warm,1
2023-04-08,21,16.0,28.1,69.4,1.9,1353.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Nan,Saturday,4,8,0,Warm,1
2023-04-08,22,33.0,30.0,40.2,1.2,1372.0,0.0,0.0,Spring,No,Yes,Al Hamra Branch,Children,Premium,Saturday,4,8,0,Warm,1
2023-04-09,8,80.0,28.3,58.5,6.4,1330.0,0.56,0.0,Nan,No,Yes,Downtown Central,Arabic Literature,Student,Sunday,4,9,0,Warm,0
2023-04-09,9,77.0,29.2,74.0,3.6,1073.0,2.81,0.0,Spring,No,Yes,Al Rawdah Branch,Technology,Student,Sunday,4,9,1,Warm,0
2023-04-09,10,94.0,29.1,48.7,6.3,1330.0,1.63,0.0,Spring,No,Yes,Downtown Central,Non-Fiction,Premium,Sunday,4,9,1,Warm,0
2023-04-09,12,73.0,34.7,53.1,5.3,1185.0,1.43,0.0,Spring,No,Yes,Downtown Central,Business,Student,Sunday,4,9,0,Warm,0
2023-04-09,14,38.0,34.4,67.0,5.6,1322.0,1.69,0.0,Spring,No,Yes,Al Hamra Branch,Science,Walk-In,Sunday,4,9,0,Warm,0
2023-04-09,20,45.0,28.3,60.2,0.8,1056.0,0.0,0.0,Spring,No,Yes,Al Hamra Branch,Fiction,Student,Sunday,4,9,0,Warm,0
2023-04-09,21,39.0,32.2,39.1,2.3,1459.0,0.0,0.0,Spring,No,Yes,Al Rawdah Branch,Non-Fiction,Regular,Sunday,4,9,0,Warm,0
2023-04-10,11,63.0,27.8,49.0,5.5,903.0,3.28,0.0,Spring,No,Yes,Al Rawdah Branch,Arabic Literature,Regular,Monday,4,10,1,Warm,0
2023-04-10,14,66.0,28.4,63.2,5.0,925.0,0.76,1.9,Spring,No,Yes,Downtown Central,Non-Fiction,Premium,Monday,4,10,0,Warm,0
2023-04-10,18,61.0,27.5,56.7,1.6,1311.0,2.05,0.0,Spring,No,Yes,Al Rawdah Branch,Arabic Literature,Walk-In,Monday,4,10,1,Warm,0
2023-04-10,19,64.0,26.4,40.4,3.4,1258.0,0.0,0.0,Spring,No,Yes,Al Rawdah Branch,History,Regular,Monday,4,10,1,Warm,0
2023-04-10,20,27.0,24.1,38.5,2.8,1446.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,Business,Regular,Monday,4,10,0,Cool,0
2023-04-10,22,44.0,26.1,45.4,4.1,869.0,0.0,0.0,Spring,No,Yes,Al Rawdah Branch,Technology,Regular,Monday,4,10,0,Warm,0
2023-04-11,10,63.0,35.7,56.7,2.9,1916.0,0.47,0.0,Spring,No,Yes,Downtown Central,Technology,Walk-In,Tuesday,4,11,1,Hot,0
2023-04-11,12,35.0,37.6,44.3,7.9,1240.0,1.23,0.0,Spring,No,Yes,University Branch,Non-Fiction,Walk-In,Tuesday,4,11,0,Hot,0
2023-04-11,13,36.0,37.3,50.5,4.2,1311.0,1.73,0.0,Spring,No,Yes,Al Rawdah Branch,Non-Fiction,Walk-In,Tuesday,4,11,0,Hot,0
2023-04-11,15,37.0,38.1,67.2,3.1,1305.0,3.39,0.0,Spring,No,Yes,Corniche Kiosk,Non-Fiction,Student,Tuesday,4,11,0,Hot,0
2023-04-11,16,77.0,39.2,78.8,2.4,1392.0,1.47,0.0,Spring,No,Yes,Downtown Central,Science,Student,Tuesday,4,11,1,Hot,0
2023-04-11,17,42.0,36.2,68.3,5.4,1314.0,2.32,0.0,Spring,No,Yes,Corniche Kiosk,Business,Student,Tuesday,4,11,1,Hot,0
2023-04-11,18,90.0,34.6,73.4,7.5,1343.0,1.67,0.0,Spring,No,Yes,University Branch,History,Premium,Tuesday,4,11,1,Warm,0
2023-04-11,19,64.0,34.9,44.4,1.2,1749.0,0.0,0.0,Spring,No,Yes,Al Rawdah Branch,Technology,Premium,Tuesday,4,11,1,Warm,0
2023-04-11,20,38.0,33.0,69.7,6.5,1142.0,0.0,0.0,Spring,No,Yes,Al Hamra Branch,History,Regular,Tuesday,4,11,0,Warm,0
2023-04-12,8,26.0,30.0,68.2,5.0,1730.0,1.99,0.0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Regular,Wednesday,4,12,0,Warm,0
2023-04-12,10,69.0,31.2,63.8,1.9,1767.0,2.36,0.0,Spring,No,Yes,Al Rawdah Branch,History,Premium,Wednesday,4,12,1,Warm,0
2023-04-12,11,43.0,30.7,47.8,6.7,1493.0,1.22,0.0,Spring,No,Yes,Corniche Kiosk,Children,Nan,Wednesday,4,12,1,Warm,0
2023-04-12,14,38.0,36.1,53.4,6.2,1758.0,1.19,0.0,Spring,No,Yes,Corniche Kiosk,Business,Student,Wednesday,4,12,0,Hot,0
2023-04-12,15,34.0,35.0,45.3,5.2,1890.0,1.085,0.0,Spring,No,Yes,Al Rawdah Branch,Technology,Walk-In,Wednesday,4,12,0,Warm,0
2023-04-12,17,65.0,31.3,69.0,3.3,1865.0,3.44,0.0,Spring,No,Yes,Al Hamra Branch,Fiction,Premium,Wednesday,4,12,1,Warm,0
2023-04-12,18,54.0,31.2,51.0,2.8,840.0,0.46,4.3,Spring,No,Yes,Al Rawdah Branch,Children,Walk-In,Wednesday,4,12,1,Warm,0
2023-04-14,8,19.0,23.5,45.9,3.8,906.0,2.49,0.0,Spring,Yes,Yes,Corniche Kiosk,Arabic Literature,Premium,Friday,4,14,0,Cool,1
2023-04-14,9,56.0,25.1,47.5,2.8,898.0,2.16,0.0,Spring,Yes,Yes,Downtown Central,Fiction,Walk-In,Friday,4,14,1,Warm,1
2023-04-14,11,56.0,26.9,54.6,1.4,1624.0,2.21,0.0,Spring,Yes,Yes,University Branch,Science,Walk-In,Friday,4,14,1,Warm,1
2023-04-14,13,44.0,30.6,58.9,5.8,989.0,0.11,0.0,Spring,Yes,Yes,University Branch,Technology,Premium,Friday,4,14,0,Warm,1
2023-04-14,17,58.0,28.1,76.5,3.5,1767.0,0.15,0.0,Spring,Yes,Yes,Al Rawdah Branch,Science,Premium,Friday,4,14,1,Warm,1
2023-04-14,20,24.0,24.1,45.2,3.0,1809.0,0.0,0.0,Spring,Yes,Yes,Al Rawdah Branch,History,Walk-In,Friday,4,14,0,Cool,1
2023-04-14,21,21.0,23.4,39.1,6.0,1032.0,0.0,0.0,Spring,Yes,Yes,Al Hamra Branch,Business,Premium,Friday,4,14,0,Cool,1
2023-04-14,22,19.0,24.3,63.2,2.4,1771.0,0.0,0.0,Spring,Yes,Yes,Al Hamra Branch,History,Premium,Friday,4,14,0,Cool,1
2023-04-15,9,71.0,30.3,49.6,5.9,1881.0,2.66,0.0,Spring,No,Yes,Al Rawdah Branch,Science,Student,Saturday,4,15,1,Warm,1
2023-04-15,10,80.0,31.4,68.8,1.6,1077.0,2.23,0.0,Spring,No,Yes,University Branch,Children,Premium,Saturday,4,15,1,Warm,1
2023-04-15,12,66.0,33.1,58.1,6.8,1582.0,2.76,0.0,Spring,No,Yes,University Branch,Technology,Premium,Saturday,4,15,0,Warm,1
2023-04-15,13,73.0,33.2,68.2,1.9,845.0,2.66,0.0,Spring,No,Yes,University Branch,Science,Student,Saturday,4,15,0,Warm,1
2023-04-15,14,58.0,35.1,75.3,2.6,1752.0,0.69,0.0,Spring,No,Yes,Downtown Central,Non-Fiction,Premium,Saturday,4,15,0,Hot,1
2023-04-15,15,36.0,35.5,67.9,5.8,1395.0,0.17,0.0,Spring,No,Yes,Al Rawdah Branch,Arabic Literature,Premium,Saturday,4,15,0,Hot,1
2023-04-15,17,56.0,30.6,73.9,6.8,1061.0,0.86,2.5,Spring,No,Yes,Al Hamra Branch,Children,Student,Saturday,4,15,1,Warm,1
2023-04-15,18,54.0,31.4,43.6,3.9,1250.0,0.24,0.0,Spring,No,Yes,Al Hamra Branch,Technology,Regular,Saturday,4,15,1,Warm,1
2023-04-15,19,40.0,30.8,55.2,4.1,1234.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,Technology,Student,Saturday,4,15,1,Warm,1
2023-04-15,20,55.0,28.6,41.0,5.0,1360.0,0.0,0.0,Spring,No,Yes,Downtown Central,Non-Fiction,Regular,Saturday,4,15,0,Warm,1
2023-04-15,21,57.0,28.9,42.1,5.4,1677.0,0.0,0.0,Spring,No,Yes,Downtown Central,Arabic Literature,Premium,Saturday,4,15,0,Warm,1
2023-04-15,22,34.0,29.2,61.9,1.7,1878.0,0.0,0.0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Student,Saturday,4,15,0,Warm,1
2023-04-16,8,60.0,29.9,52.1,3.5,947.0,0.09,0.0,Spring,No,Yes,University Branch,Non-Fiction,Regular,Sunday,4,16,0,Warm,0
2023-04-16,9,32.0,31.1,48.0,3.2,1773.0,0.83,0.0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Walk-In,Sunday,4,16,1,Warm,0
2023-04-16,11,89.0,33.3,46.5,1.3,1033.0,0.03,0.0,Spring,No,Yes,Downtown Central,Business,Premium,Sunday,4,16,1,Warm,0
2023-04-16,12,77.0,36.1,35.9,3.9,1665.0,2.82,0.0,Spring,No,Yes,University Branch,Children,Student,Sunday,4,16,0,Hot,0
2023-04-16,13,73.0,34.7,56.3,1.4,954.0,0.69,0.0,Spring,No,Yes,Downtown Central,Technology,Student,Sunday,4,16,0,Warm,0
2023-04-16,16,93.0,34.5,46.3,6.6,1136.0,3.24,0.0,Spring,No,Yes,Downtown Central,Children,Regular,Sunday,4,16,1,Warm,0
2023-04-16,17,39.0,32.7,49.7,1.1,1258.0,0.47,0.4,Spring,No,Yes,Corniche Kiosk,History,Student,Sunday,4,16,1,Warm,0
2023-04-16,18,78.0,31.8,44.2,6.3,1253.0,2.59,0.0,Spring,No,Yes,University Branch,Arabic Literature,Walk-In,Sunday,4,16,1,Warm,0
2023-04-16,19,53.0,30.9,71.1,6.5,1108.0,0.0,0.0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Regular,Sunday,4,16,1,Warm,0
2023-04-16,20,33.0,31.3,51.3,4.6,1685.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,Non-Fiction,Student,Sunday,4,16,0,Warm,0
2023-04-16,21,28.0,28.4,45.3,6.0,1708.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,Business,Premium,Sunday,4,16,0,Warm,0
2023-04-17,8,36.0,28.2,74.4,1.6,1452.0,0.66,0.0,Spring,No,Yes,Al Hamra Branch,Business,Regular,Monday,4,17,0,Warm,0
2023-04-17,9,47.0,30.1,51.7,7.7,1104.0,2.83,0.0,Spring,No,Yes,Corniche Kiosk,Children,Student,Monday,4,17,1,Warm,0
2023-04-17,10,52.0,31.2,72.9,5.3,1367.0,0.83,0.0,Spring,No,Yes,Al Rawdah Branch,Technology,Walk-In,Monday,4,17,1,Warm,0
2023-04-17,11,49.0,31.5,43.8,1.2,1213.0,0.07,0.0,Spring,No,Yes,Al Hamra Branch,Science,Walk-In,Monday,4,17,1,Warm,0
2023-04-17,13,48.0,33.6,56.3,6.4,982.0,1.36,0.0,Spring,No,Yes,Al Hamra Branch,Children,Premium,Monday,4,17,0,Warm,0
2023-04-17,16,57.0,34.5,51.5,1.5,1292.0,1.92,3.8,Spring,No,Yes,University Branch,Business,Walk-In,Monday,4,17,1,Warm,0
2023-04-17,18,79.0,30.4,45.5,1.8,1593.0,0.11,0.0,Spring,No,Yes,Al Rawdah Branch,Technology,Student,Monday,4,17,1,Warm,0
2023-04-17,19,49.0,32.2,66.6,0.5,1534.0,0.0,0.0,Spring,No,Yes,Al Rawdah Branch,Children,Walk-In,Monday,4,17,1,Warm,0
2023-04-17,20,37.0,32.2,75.0,6.2,1424.0,0.0,0.8,Spring,No,Yes,Al Hamra Branch,Technology,Student,Monday,4,17,0,Warm,0
2023-04-17,21,49.0,27.8,48.9,1.5,947.0,0.0,0.0,Spring,No,Yes,University Branch,Fiction,Regular,Monday,4,17,0,Warm,0
2023-04-18,9,58.0,32.2,37.2,1.9,1468.0,0.02,1.6,Spring,No,Yes,Downtown Central,Science,Walk-In,Tuesday,4,18,1,Warm,0
2023-04-18,10,104.0,28.7,46.1,2.5,1298.0,3.06,0.0,Spring,No,Yes,Downtown Central,Non-Fiction,Premium,Tuesday,4,18,1,Warm,0
2023-04-18,12,36.0,29.5,48.9,3.5,1649.0,0.04,0.4,Nan,No,Yes,Al Hamra Branch,Children,Walk-In,Tuesday,4,18,0,Warm,0
2023-04-18,14,60.0,30.5,60.2,3.1,1486.0,0.16,0.0,Spring,No,Yes,Al Rawdah Branch,Children,Student,Tuesday,4,18,0,Warm,0
2023-04-18,15,47.0,30.4,48.4,3.8,1139.0,0.58,3.9,Spring,No,Yes,Al Hamra Branch,Business,Premium,Tuesday,4,18,0,Warm,0
2023-04-18,17,107.0,27.8,77.1,4.0,1339.0,2.66,0.0,Spring,No,Yes,University Branch,Business,Student,Tuesday,4,18,1,Warm,0
2023-04-18,18,44.0,28.7,66.0,5.1,1486.0,2.67,0.0,Spring,No,Yes,Corniche Kiosk,Fiction,Premium,Tuesday,4,18,1,Warm,0
2023-04-18,21,17.0,27.0,65.4,2.5,985.0,0.0,2.1,Spring,No,Yes,Corniche Kiosk,History,Regular,Tuesday,4,18,0,Warm,0
2023-04-18,22,26.0,25.3,69.1,0.6,879.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,History,Student,Tuesday,4,18,0,Warm,0
2023-04-19,8,70.0,31.4,38.5,5.0,819.0,0.13,0.0,Spring,No,Yes,Downtown Central,Arabic Literature,Premium,Wednesday,4,19,0,Warm,0
2023-04-19,9,37.0,32.6,41.5,7.6,1774.0,0.94,0.0,Spring,No,Yes,Corniche Kiosk,History,Premium,Wednesday,4,19,1,Warm,0
2023-04-19,10,67.0,34.9,61.8,2.3,1921.0,0.81,0.0,Spring,No,Yes,Al Rawdah Branch,Fiction,Nan,Wednesday,4,19,1,Warm,0
2023-04-19,11,86.0,32.9,38.6,5.8,1239.0,1.25,0.0,Spring,No,Yes,University Branch,Fiction,Premium,Wednesday,4,19,1,Warm,0
2023-04-19,12,34.0,37.9,75.7,1.1,909.0,0.87,0.0,Spring,No,Yes,Al Hamra Branch,Fiction,Premium,Wednesday,4,19,0,Hot,0
2023-04-19,13,44.0,37.0,67.5,3.6,821.0,2.74,0.0,Nan,No,Yes,University Branch,Science,Regular,Wednesday,4,19,0,Hot,0
2023-04-19,14,47.0,37.9,62.6,3.8,1853.0,1.07,0.0,Spring,No,Yes,University Branch,Fiction,Regular,Wednesday,4,19,0,Hot,0
2023-04-19,17,58.0,34.4,50.9,4.4,1289.0,1.78,0.0,Spring,No,Yes,Al Hamra Branch,Non-Fiction,Premium,Wednesday,4,19,1,Warm,0
2023-04-19,18,73.0,34.9,70.2,1.3,1603.0,3.03,0.0,Spring,No,Yes,Al Rawdah Branch,Business,Student,Wednesday,4,19,1,Warm,0
2023-04-19,19,73.0,34.3,46.8,1.1,1265.0,0.0,0.0,Spring,No,Yes,Downtown Central,Arabic Literature,Walk-In,Wednesday,4,19,1,Warm,0
2023-04-19,20,65.0,32.7,61.8,5.4,1051.0,0.0,0.0,Spring,No,Yes,Downtown Central,Fiction,Student,Wednesday,4,19,0,Warm,0
2023-04-19,22,33.0,32.1,58.7,1.3,1115.0,0.0,4.8,Spring,No,Yes,Al Hamra Branch,Children,Premium,Wednesday,4,19,0,Warm,0
2023-04-20,11,51.0,29.9,37.4,1.1,1068.0,0.55,0.0,Spring,No,Yes,Al Rawdah Branch,Fiction,Walk-In,Thursday,4,20,1,Warm,0
2023-04-20,12,55.0,31.6,49.2,1.5,845.0,0.79,0.0,Spring,No,Yes,Downtown Central,Children,Walk-In,Thursday,4,20,0,Warm,0
2023-04-20,16,89.0,30.8,49.5,4.6,938.0,0.63,0.0,Spring,No,Yes,University Branch,Technology,Premium,Thursday,4,20,1,Warm,0
2023-04-20,18,61.0,28.4,58.0,5.9,1093.0,1.62,0.0,Spring,No,Yes,Al Hamra Branch,Children,Regular,Thursday,4,20,1,Warm,0
2023-04-20,20,72.0,25.7,58.7,1.2,1402.0,0.0,0.0,Spring,No,Yes,Downtown Central,Non-Fiction,Student,Thursday,4,20,0,Warm,0
2023-04-20,21,58.0,28.2,71.3,2.8,1939.0,0.0,0.0,Spring,No,Yes,Downtown Central,History,Student,Thursday,4,20,0,Warm,0
2023-04-20,22,51.0,27.2,39.4,2.5,1769.0,0.0,0.0,Spring,No,Yes,University Branch,Technology,Premium,Thursday,4,20,0,Warm,0
2023-04-21,11,59.0,34.2,67.6,2.8,805.0,1.35,0.0,Spring,Yes,Yes,University Branch,Business,Premium,Friday,4,21,1,Warm,1
2023-04-21,12,14.0,38.1,51.5,1.0,1329.0,3.33,0.0,Spring,Yes,Yes,Corniche Kiosk,Technology,Walk-In,Friday,4,21,0,Hot,1
2023-04-21,14,26.0,37.6,57.6,2.8,1037.0,0.71,0.0,Spring,Yes,Yes,Downtown Central,Business,Regular,Friday,4,21,0,Hot,1
2023-04-21,17,51.0,35.3,45.3,5.5,1164.0,1.98,0.0,Spring,Yes,Yes,Al Hamra Branch,Children,Student,Friday,4,21,1,Hot,1
2023-04-21,19,45.0,34.3,65.7,6.7,1082.0,0.0,0.0,Spring,Yes,Yes,Al Rawdah Branch,Technology,Walk-In,Friday,4,21,1,Warm,1
2023-04-21,22,23.0,34.4,61.0,2.5,1399.0,0.0,0.0,Spring,Yes,Yes,Al Rawdah Branch,Technology,Student,Friday,4,21,0,Warm,1
2023-04-22,11,52.0,32.7,74.5,5.2,1193.0,1.7,0.0,Spring,No,Yes,Al Rawdah Branch,History,Premium,Saturday,4,22,1,Warm,1
2023-04-22,12,51.0,35.8,37.5,7.7,1783.0,2.34,0.0,Spring,No,Yes,Downtown Central,Children,Walk-In,Saturday,4,22,0,Hot,1
2023-04-22,14,20.0,37.6,53.9,0.9,1616.0,3.33,0.0,Spring,No,Yes,Corniche Kiosk,Arabic Literature,Walk-In,Saturday,4,22,0,Hot,1
2023-04-22,15,39.0,35.8,49.7,6.3,1436.0,0.48,0.0,Spring,No,Yes,University Branch,History,Regular,Saturday,4,22,0,Hot,1
2023-04-22,16,78.0,37.4,54.1,2.6,1804.0,0.52,0.0,Spring,No,Yes,Downtown Central,History,Student,Saturday,4,22,1,Hot,1
2023-04-22,20,27.0,33.4,55.0,3.6,1109.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,Technology,Student,Saturday,4,22,0,Warm,1
2023-04-22,21,30.0,31.6,65.5,5.4,1633.0,0.0,0.0,Spring,No,Yes,University Branch,Science,Walk-In,Saturday,4,22,0,Warm,1
2023-04-22,22,24.0,31.3,46.7,1.0,1756.0,0.0,0.0,Spring,No,Yes,Al Hamra Branch,Children,Walk-In,Saturday,4,22,0,Warm,1
2023-04-23,10,78.0,32.2,66.5,1.3,992.0,3.32,0.0,Spring,No,Yes,Al Rawdah Branch,History,Student,Sunday,4,23,1,Warm,0
2023-04-23,11,68.0,29.1,41.1,4.2,1430.0,0.29,0.0,Spring,No,Yes,Al Rawdah Branch,Arabic Literature,Premium,Sunday,4,23,1,Warm,0
2023-04-23,13,75.0,31.6,48.0,6.0,1193.0,1.16,0.0,Spring,No,Yes,Downtown Central,Fiction,Premium,Sunday,4,23,0,Warm,0
2023-04-23,14,39.0,31.9,53.5,7.3,1604.0,2.39,0.0,Spring,No,Yes,Al Hamra Branch,History,Walk-In,Sunday,4,23,0,Warm,0
2023-04-23,19,87.0,29.1,67.5,3.6,1488.0,0.0,0.0,Spring,No,Yes,Downtown Central,History,Regular,Sunday,4,23,1,Warm,0
2023-04-24,8,43.0,29.8,42.3,1.7,1190.0,1.77,0.0,Spring,No,Yes,Al Rawdah Branch,Business,Walk-In,Monday,4,24,0,Warm,0
2023-04-24,10,65.0,32.9,68.6,6.5,1819.0,1.08,0.0,Spring,No,Yes,Al Rawdah Branch,History,Premium,Monday,4,24,1,Warm,0
2023-04-24,11,55.0,33.9,49.9,6.2,1361.0,3.4,0.0,Spring,No,Yes,Al Hamra Branch,Children,Regular,Monday,4,24,1,Warm,0
2023-04-24,13,76.0,36.6,59.6,0.6,1417.0,0.95,0.0,Spring,No,Yes,Downtown Central,Science,Student,Monday,4,24,0,Hot,0
2023-04-24,14,39.0,37.2,67.2,4.4,1383.0,1.89,0.0,Spring,No,Yes,Al Hamra Branch,Science,Premium,Monday,4,24,0,Hot,0
2023-04-24,17,59.0,32.9,55.2,4.9,1534.0,2.74,0.0,Spring,No,Yes,Al Hamra Branch,Technology,Premium,Monday,4,24,1,Warm,0
2023-04-24,18,42.0,34.5,42.7,7.5,1680.0,0.87,0.0,Spring,No,Yes,Corniche Kiosk,History,Premium,Monday,4,24,1,Warm,0
2023-04-24,19,105.0,33.2,53.5,8.0,1062.0,0.0,0.0,Spring,No,Yes,Downtown Central,Business,Student,Monday,4,24,1,Warm,0
2023-04-24,21,28.0,31.6,55.4,2.3,1027.0,0.0,0.0,Spring,No,Yes,Corniche Kiosk,Children,Student,Monday,4,24,0,Warm,0
2023-04-25,10,46.0,32.2,53.1,3.0,840.0,0.85,0.0,Spring,No,Yes,Al Hamra Branch,Children,Walk-In,Tuesday,4,25,1,Warm,0
